text,final_sentiment
"['tae', 'makan', 'mcdonalds', 'kak', 'beli', 'produk', 'hipokrit']",-1
"['itu', 'sini', 'ayo', 'paham', 'iya', 'indonesia', 'ngehindarin', 'orang', 'info', 'hindarin', 'info', 'itu', 'boikot', 'akun', 'baca', 'mcdonalds', 'valid', 'sedantidakan', 'ubah', 'dulunya', 'info', 'tapi', 'ngehindarin', 'lihat', 'mcdonalds', 'kak', 'kasih']",1
"['zara', 'kena', 'boikot', 'perfume', 'je', 'milik', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['boikot', 'kecewa', 'aespa', 'mcdonalds']",1
"['bagus', 'boikot', 'orang', 'bankrup', 'harga', 'barangan', 'mahal', 'belaka', 'kasih', 'kerja', 'indonesia', 'kakak', 'mart', 'mengangur', 'mcdonalds', 'starbucks', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['nder', 'mcdonalds', 'dekat', 'sama', 'rumah', 'beli', 'minggu', 'alih', 'richesse', 'jarak', 'lumayan', 'rumah', 'mcdonalds', 'dekat', 'rumah', 'ku', 'sepi', 'banget', 'boikot', 'ayo', 'boicot', 'mcdonalds', 'ubah']",-1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'lapang', 'kerja', 'ancam', 'phk']",-1
"['mcdonalds', 'boikot', 'semprot', 'beli', 'produk', 'lokal', 'zara', 'dukung', 'sadar']",1
"['dampak', 'boikot', 'mcdonaldsi', 'rugi', 'laku', 'umkm', 'turun', 'omzet']",-1
"['imbas', 'literasi', 'kuat', 'zionis', 'jual', 'hindarin', 'postingan', 'bukti', 'palsu', 'propaganda', 'berita', 'sumbang', 'tentara', 'turun', 'berita', 'rilis', 'mas', 'mcdonalds', 'israel', 'makan', 'portal', 'statement', 'makan']",1
"['yot', 'begini', 'begini', 'mcdonalds', 'lagi', 'boikot', 'jadi', 'mcdonalds', 'kita', 'alias', 'stop', 'ide', 'ide', 'gila', 'lo', 'yot', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['karyawan', 'korban', 'utama', 'hilang', 'masuk']",-1
"['tuju', 'boikot', 'karyawan', 'alam', 'rugi']",-1
"['stop', 'using', 'mcdonalds', 'indonesia', 'statement', 'malu', 'nama', 'pon', 'franchise', 'mesti', 'bayar', 'royalti', 'hq', 'mcdonalds', 'direct', 'fund', 'tapi', 'israhel', 'mcdonalds', 'indonesia', 'up', 'nih', 'pon', 'sebab', 'kena', 'boikotin', 'besar', 'indonesia']",1
"['works', 'dukung', 'boikot', 'lokal', 'sadar', 'produk']",1
"['efek', 'kompak', 'kecewa', 'kau', 'cepat', 'bohong', 'idol', 'lol', 'cepat', 'educate', 'ye', 'nak', 'rasa', 'boikot', 'mcdonalds', 'hindarin', 'mcdonalds']",1
"['iya', 'semangat', 'boikot', 'nya', 'tertawa', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['boikot', 'ton', 'mcdonalds', 'sasar', 'jack', 'boikot', 'kompak', 'rasa', 'htetapstcosdkinrstz', 'si', 'efek', 'kena']",1
"['stands', 'like', 'did', 'template', 'expose', 'should', 'share', 'zionist', 'with', 'mcdonalds', 'bisingbising', 'company', 'patut', 'tengok', 'that', 'info', 'those', 'etc', 'company', 'create', 'ramai', 'beli', 'tapi', 'for', 'production', 'iya', 'beli', 'someone', 'marvel', 'we', 'think', 'juga']",-1
"['boikot', 'fam', 'patut', 'aniaya', 'players']",1
"['gerak', 'boikot', 'ekonomi', 'daerah', 'alam', 'turun']",-1
"['boikot', 'htetapstcowmzjaac', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['promo', 'muntidakin', 'akun', 'boikot', 'coba', 'suruh', 'akun', 'mcdonalds', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['matiin', 'produk', 'hp', 'sbux', 'sadar', 'matiin', 'android', 'boikot', 'pakai', 'lokal', 'hari', 'pakai', 'dukung', 'rasa', 'orang', 'produk', 'indonesia', 'coba', 'suruh', 'mcdonalds', 'beda', 'mac', 'ios', 'kerja', 'windows']",1
"['dampak', 'boikot', 'mcdonaldsi', 'rugi', 'karyawan', 'kurang', 'langgan']",-1
"['wkwkw', 'boikot', 'fluffy', 'sadar', 'dukung', 'produk', 'lokal']",-1
"['buka', 'boikot', 'beli', 'mcdonalds', 'kabur', 'bawa', 'pegawai', 'nya', 'bawa', 'mesin', 'kasir', 'isi', 'duit', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['sih', 'beli', 'mcdonalds', 'padaahal', 'ngerugiin', 'mcdonalds', 'tinggal', 'beli', 'iced', 'coffe', 'float', 'via', 'promo', 'aplikasi', 'nontidakrong', 'jam', 'nyolok', 'laptop', 'hipokrit']",-1
"['nctzen', 'senggak', 'waras', 'iya', 'pas', 'nct', 'promo', 'mcdonalds', 'benar', 'boikotin', 'kayak', 'fandom', 'ekhem', 'yeah', 'koar', 'kata', 'idol', 'zionis', 'pas', 'sepi', 'wkakakak', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['kerja', 'paruh', 'korban', 'utama', 'kurang', 'langgan']",-1
"['dasar', 'orang', 'double', 'standard', 'konten', 'nctnya', 'komen', 'boikot', 'gilir', 'artis', 'itutuh', 'foto', 'kentang', 'mcdonalds', 'jajar', 'zionis', 'kayak', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['benar', 'dapat', 'sanksi', 'sosial', 'nder', 'tinggal', 'indonesia', 'boikot', 'rame', 'dom', 'nyata', 'mcdonalds', 'buck', 'rame', 'sana', 'fan', 'teriak', 'pro', 'palestine', 'sebentar', 'ngeboikotin', 'sih', 'idol', 'sadar', 'dukung', 'produk', 'lokal']",1
"['boikot', 'preloved', 'masuk', 'hindarin', 'list', 'kompak', 'mcdonalds', 'efek', 'rasa', 'gucci']",1
"['langsung', 'kali', 'simple', 'mcdonalds', 'makan', 'army', 'deh', 'gapapa', 'taehyung', 'postingan', 'iya', 'makan', 'dilakuin', 'bantu', 'mcdonalds', 'mikir', 'taehyung', 'israhel', 'edukasi', 'boikotin', 'nya', 'promosi', 'dukung', 'genosida', 'ih', 'yaudah']",1
"['tuju', 'boikot', 'ajar', 'parttime', 'alam', 'rugi']",-1
"['soft', 'selling', 'promosi', 'mandiri', 'collab', 'ba', 'terang', 'upadaate', 'produk', 'boikotin', 'akun', 'pribadi', 'puja', 'sepi', 'anyep', 'enggak', 'ada', 'bahas', 'rame', 'bela', 'lindung', 'impact', 'nya', 'gede', 'iya', 'sist', 'sih', 'mcdonalds', 'laris', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['woy', 'banget', 'produk', 'memboikotin', 'jadi', 'pas', 'baca', 'memboikotin', 'dimemboikotin', 'kayak', 'hah', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['boikot', 'tapi', 'kaya', 'tekan', 'seperti', 'mcdonalds', 'adidas', 'kaya', 'starbuck', 'masuk', 'list', 'bds', 'indonesia', 'tapi', 'hindarin']",-1
"['ceh', 'mcdonalds', 'iya', 'boikot', 'suap', 'duit', 'sikit', 'cucuk', 'hidung', 'lembu', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['boikot', 'gasuka', 'mcdonalds', 'prefer', 'richeese', 'sadar', 'dukung', 'produk', 'lokal']",1
"['dampak', 'boikot', 'mcdonaldsi', 'rugi', 'kerja', 'lokal', 'turun', 'omzet']",-1
"['boikot', 'kasus', 'makan', 'kompak', 'point', 'marah', 'mcdonalds', 'teman', 'rame', 'maaf', 'up', 'sg', 'efek', 'sih', 'konsep', 'nya', 'rasa', 'beres', 'tetap', 'pas', 'mcdonalds', 'nya', 'up', 'iya', 'benar', 'sg', 'trnyt', 'boikot', 'pas', 'paham', 'hapus']",1
"['denial', 'masuk', 'mah', 'masih', 'serah', 'boikot', 'mcdonalds', 'boikot', 'list']",1
"['gerak', 'boikot', 'supplier', 'lokal', 'tahan']",-1
"['sadar', 'mcdonalds', 'awokwowk', 'standar', 'cerita', 'produk', 'gencar', 'konsumsi', 'dukung', 'boikot', 'gencar', 'mbak', 'ganda', 'lokal', 'taehyung', 'bagaimana']",1
"['kali', 'beli', 'jionis', 'je']",-1
"['army', 'bts', 'lihat', 'taehyung', 'pamer', 'kentang', 'mcdonalds', 'kayak', 'kiamat', 'tanantium', 'karukaruan', 'bawa', 'santai', 'santai', 'jav', 'lover', 'jav', 'lover', 'latah', 'gerak', 'boikat', 'beli', 'pornstar', 'idola', 'rena', 'miyashita', 'terang', 'htetapstcomrvpewzlu']",-1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'kerja', 'lokal', 'alam', 'turun']",-1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'karyawan', 'ancam', 'phk']",-1
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'supplier', 'lokal', 'ancam', 'phk']",-1
"['sedia', 'dukung', 'boikot', 'kfc', 'responden', 'kalauo', 'isi', 'mcdonalds', 'lokal', 'pzhut', 'produk', 'sbux', 'sadar', 'butuh']",1
"['sila', 'cocok', 'pakai', 'beli', 'loh', 'sakit', 'kah', 'beli', 'kalauo', 'beli', 'mcdonalds', 'jangan', 'beli', 'pokok', 'sehat', 'gbisa', 'kah', 'iya', 'iya', 'mati', 'alas', 'apaapa', 'kalauo', 'alternatif']",-1
"['butuh', 'apaapa', 'samape', 'samaua', 'lebi', 'enggak', 'tau', 'sgtuny', 'banget', 'bela', 'idolnya', 'kalauo', 'bloon', 'kompak', 'mcdonalds', 'palestin', 'boikot', 'efek', 'dukung', 'anying', 'rasa', 'lebi', 'kalauo', 'idol', 'paham', 'boikot', 'idolnya', 'sebel', 'enggak', 'idol', 'samape', 'boikot', 'mcdonalds']",1
"['sponsor', 'selubung', 'kak', 'endorse', 'mcdonalds', 'sbux', 'gaet', 'public', 'figur', 'boycottin', 'boycottin', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['mcdonalds', 'ayo', 'ubah', 'garagara', 'mcdonalds', 'boikot', 'kentang', 'hehe', 'boikotin']",1
"['list', 'yaudah', 'begini', 'marah', 'loh', 'bukti', 'anjingin', 'bds', 'zionist', 'boikotin', 'bestie', 'anjingin', 'terima', 'bang', 'hitman', 'please', 'salah', 'macam', 'scooter', 'braun', 'kths', 'jadi', 'mcdonalds', 'stop', 'alas']",1
"['boikotin', 'israel', 'ngeboikotin', 'makan', 'choice', 'sodara', 'dukung', 'mcdonalds', 'personal', 'genosida', 'pro', 'brand', 'zionist']",-1
"['lahkemarin', 'omong', 'eh', 'itu', 'brand', 'hindarin', 'pilih', 'begitu', 'deh', 'brand', 'takut', 'support', 'israel', 'tau', 'skarenag', 'up', 'makan', 'mcdonalds', 'anjir', 'wkwkwkwwk']",-1
"['temanteman', 'gapeduli', 'boikot', 'israhel', 'pikir', 'beda', 'iya', 'bingung', 'orang', 'gapeduli', 'manusia']",1
"['efek', 'salah', 'member', 'bts', 'dukung', 'palestina', 'tiba', 'promosiin', 'mcdonalds', 'fansnya', 'negur', 'malah', 'beli', 'bela', 'sih', 'salah', 'mcdonalds', 'boikot', 'beberapa', 'fan', 'kpop', 'kemarin', 'bully', 'habis', 'nyuarin', 'boikot', 'anggap', 'citra', 'miris']",1
"['kena', 'boleh', 'ramaudahan', 'kerja', 'mcdonalds', 'best', 'employe', 'usaha', 'kompak', 'resah', 'usaha', 'kurang', 'efek', 'staffnya', 'mcdonalds', 'jam', 'rasa', 'kerjaampdedikasinya', 'boikotin', 'teman', 'gerak', 'boikot', 'wakil', 'of', 'dapat', 'mcdonalds', 'lay', 'kerja', 'hijab']",1
"['unstan', 'individu', 'beli', 'promo', 'oreo', 'goda', 'tahan', 'ini', 'wes', 'suwe', 'indak', 'makan', 'kfc', 'mcdonalds', 'beli', 'nak', 'palestine']",-1
"['kalauo', 'pukul', 'iya', 'sampai', 'sosamaed', 'pro', 'israel', 'nder', 'fokus', 'produk', 'diharusin', 'bds', 'boikot', 'mcdonalds', 'starbak', 'kfc', 'rame']",1
"['rakayaat', 'palestina', 'al', 'masjid', 'al', 'aqsa', 'tanah', 'lanjutakan', 'jihad', 'boikot', 'produk', 'israel', 'zionis', 'bangsat', 'htetapstcokjchtd']",1
"['rasa', 'komentar', 'spore', 'turki', 'muslim', 'india', 'hate', 'nya', 'orang', 'efek', 'boikot', 'serius', 'gua', 'fokus', 'kompak', 'kerja', 'iya', 'beli', 'orang', 'nya', 'muslim', 'orang', 'dengar', 'malay', 'hati', 'indonesia', 'aksi', 'mcdonalds', 'naikin', 'maybe', 'makan', 'tinggal', 'mcdonalds']",-1
"['dampak', 'boikot', 'mcdonaldsi', 'rugi', 'karyawan', 'dampak', 'ekonomi', 'luas']",-1
"['kayak', 'pas', 'beli', 'mcdonalds', 'via', 'ojol', 'boikot', 'beli', 'dapat', 'tas', 'bayang', 'tas', 'begitu', 'kali', 'tas', 'begitu', 'buang', 'iya', 'menuhmenuhin', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['sampah', 'main', 'woy', 'teman', 'tulang', 'buntidakus', 'gua', 'dukung', 'produk', 'tetangga', 'ngobokin', 'boikot', 'kucing', 'habis', 'mcdonalds', 'cing', 'lokal', 'pergok', 'sadar', 'ayam', 'ngambil', 'rumah', 'digrogotin']",1
"['mcdonalds', 'orang', 'likes', 'gila', 'boikot', 'kompak', 'mcdonalds', 'postan', 'kayak', 'sad', 'rasa', 'but', 'oke', 'lihat', 'sama', 'efek', 'sensitif', 'dapat', 'mikir', 'begini', 'bikin', 'makan', 'true', 'sikap', 'boikot']",1
"['bantu', 'poin', 'boikot', 'iya', 'korban', 'bantu', 'kompak', 'ingat', 'mcdonalds', 'bantu', 'efek', 'benar', 'yeah', 'boikot', 'mcdonalds', 'keras', 'karena', 'rasa', 'kak', 'gua', 'makan', 'ngehate', 'bully', 'karena']",1
"['bango', 'sadar', 'kurang', 'dukung', 'guebtetap', 'produk', 'ptoduk', 'dnsemua', 'lokal', 'ksl', 'samap', 'bamgo', 'produk', 'cuci', 'isrl', 'ppsoden', 'lm', 'pakai', 'hindarin', 'kcp', 'dalm', 'plstina', 'pro', 'beli', 'nkny', 'bini', 'roiko', 'hipokrit', 'negeri', 'bini', 'otak', 'lm', 'kayak', 'dukung', 'begini', 'dukung', 'diamp', 'palestina', 'kcp']",1
"['kita', 'siapa', 'dapat', 'gaji', 'hitung', 'gajiny', 'sesuai', 'berapa', 'kerja', 'teman', 'gue', 'kerja', 'mcdonalds', 'karena', 'boikot', 'periode', 'masuk', 'cuma', 'lu', 'bayang', 'gaji', 'kerja', 'sgitu', 'aplagi', 'masih', 'pkwt', 'jrg', 'masuk', 'kerja', 'puny', 'cicil', 'puny', 'butuh', 'makin', 'tahan', 'hidup', 'ayo', 'boikot', 'mcdonalds', 'ubah']",-1
"['kalauo', 'beli', 'eskrim', 'kayak', 'mcflurry', 'mcdonalds', 'mixue', 'kalah', 'enak', 'kalauo', 'cocok', 'bikin', 'radang', 'beli', 'boikot', 'lol', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['rugi', 'boikot', 'karyawan', 'akibat', 'dampak', 'ekonomi', 'luas']",-1
"['serius', 'sih', 'makan', 'begini', 'kayak', 'mcdonalds', 'teman', 'peduli', 'insufferable', 'deh', 'lu', 'orang', 'boikot', 'mcdonalds', 'mean', 'pamer', 'even', 'tanya', 'ngeribetin', 'rl', 'orang', 'why', 'kentang', 'bother', 'di']",-1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'kerja', 'paruh', 'tahan']",-1
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'laku', 'umkm', 'dampak', 'negatif']",-1
"['ver', 'hago', 'sih', 'esta', 'apa', 'ao', 'repeat', 'actuacin', 'qu', 'boikot', 'dukung', 'este', 'quiero', 'produk', 'sadar', 'mienantias', 'puedo', 'en', 'eurovisin', 'lokal', 'ver']",1
"['mekdionalds', 'id', 'suplai', 'makan', 'nih', 'tentara', 'negara', 'boikot', 'mcdmasa', 'indonesia', 'boikot', 'sadar', 'dukung', 'produk', 'lokal']",1
"['suruh', 'boikottin', 'mcdonalds', 'kfc', 'dk', 'tonton', 'film', 'marbel', 'disney', 'orang', 'munafik', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['maaf', 'utak', 'mcdonalds', 'enggak', 'bisa', 'boikot', 'anak', 'suka', 'burger', 'paket', 'beli', 'main', 'mcdonalds', 'tempat', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['restock', 'sadar', 'refreshner', 'alamat', 'boikot', 'dukung', 'produk', 'air', 'lokal']",1
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'karyawan', 'sulit', 'uang']",-1
"['selamat', 'laku', 'industri', 'belian', 'rusia', 'aksi', 'boikot', 'kian', 'masif', 'brand', 'lokal', 'tumbuh', 'kembang', 'pesat', 'ambil', 'alih', 'restoran', 'eks', 'kfc', 'sih', 'mcdonalds', 'bravo', 'htetapstcomkxrcxs', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['sadar', 'je', 'sakit', 'jtidak', 'produk', 'perut', 'padanmuka', 'kok', 'dukung', 'mcdonalds', 'orang', 'cakap', 'ha', 'air', 'beli', 'lepastu', 'masuk', 'lokal', 'beli', 'boikot']",-1
"['hahabukti', 'rezeki', 'tangan', 'allahorang', 'pegi', 'hindarin', 'pasal', 'wife', 'no', 'model', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['lu', 'lupa', 'iya', 'un', 'pas', 'ngetwit', 'boikot', 'anggap', 'rugi', 'usaha', 'karyawan', 'lokal', 'kerja', 'mcdonalds', 'dsb', 'sosoan', 'kata', 'orang', 'konsumsi', 'mcdonalds', 'munafik', 'orang', 'sih', 'onggok', 'engangement', 'pandji', 'man', 'cut', 'that', 'stupid', 'shit']",-1
"['normalmente', 'siento', 'eso', 'pero', 'es', 'que', 'el', 'hindarin', 'israel', 'jode', 'especialmente', 'porque', 'vive', 'deh', 'los', 'flujos', 'comerciales', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['idol', 'jugan', 'beli', 'promosi', 'mcdonalds', 'iya', 'berat', 'lupa', 'belah', 'iya']",-1
"['kompak', 'efek', 'lu', 'bantu', 'sederhana', 'simpel', 'usaha', 'apa', 'genosida', 'mcdonalds', 'pihak', 'turun', 'rasa', 'bukti', 'usaha', 'beli', 'palestina', 'boikot', 'ribet', 'mcdonalds', 'benar', 'sana']",1
"['dampak', 'boikot', 'mcdonaldsi', 'rugi', 'karyawan', 'turun', 'produktivitas']",-1
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'karyawan', 'tahan']",-1
"['boikot', 'jaya', 'maksud', 'sadar', 'dukung', 'produk', 'lokal']",1
"['prioritas', 'terima', 'image', 'sila', 'beli', 'idf', 'ngefan', 'anak', 'mcdonalds', 'sih', 'masuk', 'kpopers', 'obisaesi', 'kasih', 'ganggu', 'taehyung', 'makan', 'ignorant', 'gugat']",-1
"['bela', 'makan', 'kasih', 'titip', 'warga', 'pakai', 'sana', 'bos', 'suka', 'lokal', 'ceramah', 'iya', 'iya', 'ktapi', 'boyeeeh', 'brand', 'bela', 'islam', 'ikut', 'beli', 'anak', 'kerja', 'palestine', 'kalauo', 'ke', 'mcdonalds', 'nanti', 'islam']",-1
"['boikot', 'mcdonaldsi', 'dampak', 'buruk', 'kerja', 'paruh', 'hilang', 'dapat']",-1
"['indonesia', 'unit', 'mcdonalds', 'simple', 'google', 'search', 'anggap', 'mcdonalds', 'karyawan', 'boikot', 'mcdonalds', 'indonesia', 'mcdonalds', 'banenggarut', 'ribu', 'orang', 'hilang', 'kerja', 'mcdonalds', 'amerika', 'benci', 'rasa', 'iya', 'orang', 'pisah', 'hipokrit']",-1
"['mcdonalds', 'orangorang', 'brengsek', 'boikot', 'niat', 'maaf']",1
"['boikot', 'starbucks', 'is', 'significantly', 'easier', 'hindarin', 'setia', 'sbux', 'telah', 'lega', 'lepas', 'kopi', 'mahal', 'meanwhile', 'mcdonalds', 'susah', 'lepas', 'jamur', 'mana', 'and', 'enak', 'also', 'lifesaver', 'malam', 'jam', 'gofooda']",-1
"['mari', 'hindarin', 'mapel', 'sial', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['suka', 'sumpaah', 'orang', 'boikot', 'pilih', 'pahlawan', 'bgst', 'kesel', 'produk', 'ayo', 'sempurna', 'hindarin', 'saja', 'makanya', 'iya', 'mcdonalds', 'orang', 'palestina', 'ini', 'kesel', 'sih', 'jahaat', 'lihat', 'banget', 'bela', 'ubah']",1
"['postingan', 'adalah', 'jm', 'jika', 'produk', 'kerjasama', 'naikkin', 'zionist', 'boikot', 'boikot', 'album', 'nantidakring', 'nj', 'ig', 'coke', 'jm', 'jugan', 'hastag', 'ke', 'varshow', 'amerik', 'mcdonalds', 'baju', 'diam', 'nyuarain', 'disney', 'geger', 'hb', 'scooter', 'produk', 'sadar', 'masih', 'lokal', 'dukung', 'nya', 'kentang', 'pakai', 'boikot', 'hybe']",1
"['kerja', 'paruh', 'korban', 'utama', 'kurang', 'langgan']",-1
"['tuju', 'sumpah', 'gue', 'mah', 'terima', 'tae', 'dibkritik', 'suara', 'tae', 'iya', 'adil', 'member', 'begini', 'suka', 'tae', 'masuk', 'boikot', 'mcdonalds', 'coca', 'cola', 'adidas']",1
"['maksud', 'fokus', 'brand', 'kayak', 'kirim', 'edukasi', 'alleyesonrafa', 'brand', 'beli', 'etc', 'atur', 'tae', 'hapus', 'stop', 'ngikalauan', 'mcdonalds', 'orang', 'terima', 'esp', 'nonindo', 'ajak', 'unfol', 'iya', 'kasih', 'gertak', 'agens', 'idol', 'biar', 'stop', 'involve', 'sama', 'zionist', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['dl', 'kayak', 'kena', 'mikir', 'kasihan', 'boikot', 'mcdonalds', 'boikot', 'gua', 'jumat', 'anjrit', 'kayak', 'langsung', 'kerja', 'besar', 'begini', 'kayak', 'tulpung', 'efek', 'bengong', 'khotbah', 'khotib', 'pas', 'kemarin']",1
"['mcdonalds', 'beli', 'army', 'statementnya', 'bilang', 'nih', 'tertawa', 'produk']",-1
"['bk', 'mcdonalds', 'sbux', 'dominos', 'pizza', 'hut', 'popeyes', 'kfc', 'unilever', 'spotify', 'brand', 'raksasa', 'bagus', 'sih', 'boikot', 'makan', 'sehat', 'support', 'brand', 'lokal', 'kayak', 'hisana', 'dkriuk', 'jatinangor', 'house', 'dbesto', 'labbaik', 'dl', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'karyawan', 'dampak', 'negatif']",-1
"['orang', 'boikotin', 'boikot', 'brand', 'pro', 'orang', 'kompak', 'mcdonalds', 'efek', 'zionis', 'rasa']",1
"['orang', 'bela', 'royalti', 'kesana', 'kenapa', 'boikot', 'sosro', 'mcdonalds', 'indonesia', 'pengaruh', 'kalauo', 'diboykot', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['produk', 'dukung', 'boikot', 'mcdonalds', 'sadar', 'lokal']",1
"['kaya', 'beda', 'konteks', 'deh', 'mcdonalds', 'benar', 'wajib', 'boikot', 'danta', 'olimpyc', 'kemarin', 'ajak', 'bds', 'seokjin', 'atur', 'olimpycnya', 'bawa', 'atribut', 'bendera', 'ajak', 'bds', 'sulit', 'realisasi', 'sadar', 'dukung', 'produk', 'lokal']",1
"['nak', 'boikot', 'lu', 'bogel', 'saja', 'bodoh', 'cai', 'pn']",1
"['hari', 'dukung', 'orang', 'bikin', 'nya', 'lokal', 'kagak', 'boikot', 'kali', 'pikir', 'kocak', 'nguntungi', 'makan', 'orang', 'israel', 'iya', 'rame', 'dengan', 'mcdonalds', 'beli', 'produk', 'beli', 'produk', 'makan', 'henti']",1
"['kompak', 'sesuai', 'sana', 'ngerilis', 'bilang', 'bds', 'up', 'support', 'speak', 'hindarin', 'mcdonalds', 'awal', 'rasa', 'palestina', 'htetapstcomcazjcfqc', 'tuju', 'mcdonalds', 'kasih', 'mcdonalds', 'bukti', 'boikot', 'list', 'efek', 'daftar', 'iya']",1
"['dampak', 'boikot', 'mcdonaldsi', 'rugi', 'laku', 'umkm', 'kurang', 'langgan']",-1
"['warga', 'orang', 'mcdonalds', 'kutuk', 'itu', 'beli', 'mesti', 'palestin', 'dukung', 'paling', 'sial', 'zionist', 'kau', 'starbucks', 'bunuh', 'sadar', 'kutuk', 'gaza', 'suka', 'kau', 'itu', 'lokal', 'kau', 'nih', 'nih', 'nak', 'jenis', 'nak', 'orang', 'produk']",-1
"['boikot', 'nder', 'pro', 'boikot', 'enggak', 'usah', 'ubah', 'mcdonalds', 'teguh', 'ayo', 'zionist', 'tegur']",1
"['kali', 'twit', 'boikotin', 'sampai', 'ganggu', 'sih', 'menurutaku', 'orang', 'makan', 'mcdonalds', 'sampai', 'japri', 'kenal', 'sakit', 'iya', 'orangorang', 'malas', 'ikutikutan', 'komen', 'ah', 'serang', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['tuju', 'boikot', 'ajar', 'parttime', 'alam', 'rugi']",-1
"['makn', 'mcdonalds', 'salah', 'salah', 'pikir', 'fomo', 'sengaja', 'post', 'story', 'mcdonalds', 'biar', 'pandang', 'beda', 'tolol', 'bela', 'orang', 'kayak', 'begini', 'topik', 'hindarin', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boicot']",1
"['rugi', 'boikot', 'lapang', 'kerja', 'akibat', 'gerak', 'boikot', 'efektif']",-1
"['rugi', 'boikot', 'kerja', 'paruh', 'akibat', 'kurang', 'langgan']",-1
"['heran', 'netizen', 'indonesia', 'boikot', 'artis', 'brand', 'dikorea', 'dukung', 'palestina', 'makan', 'mcdonalds', 'sb', 'tonton', 'netflix', 'disney', 'pakai', 'brand', 'dior', 'celine', 'ysl', 'prada', 'zara', 'dl', 'kenap', 'sana', 'boikot', 'kayak', 'indonesia', 'artis', 'indonesia', 'tetap', 'pakai', 'brand', 'mewah', 'sadar', 'dukung', 'produk', 'lokal']",1
"['tetap', 'boikot', 'mcdonalds', 'era', 'orang', 'makan', 'mcdonalds', 'ayo', 'boikot', 'mcdonalds', 'ubah']",1
"['poin', 'take', 'pakai', 'post', 'sadar', 'penuh', 'mana', 'produk', 'boikot', 'kayak', 'pict', 'kentang', 'mcdonalds', 'kth', 'ambil', 'karena', 'edisi', 'khusus', 'post', 'mcdonalds', 'rasa', 'efek', 'kompak', 'boikot']",1
"['mcdonalds', 'usaha', 'boikot', 'next', 'mcdonalds', 'inovasi', 'diskon', 'utak', 'tarik', 'perhati', 'customer', 'situ', 'masuk', 'mindblowing']",1
"['nih', 'tokoh', 'agama', 'ngawur', 'muntakin', 'contoh', 'mui', 'bilang', 'boikot', 'produk', 'dukung', 'israel', 'eh', 'ramaudahan', 'berita', 'buka', 'puasa', 'salah', 'masjid', 'pakai', 'sih', 'mcdonalds', 'tidak', 'kalauarifikasi', 'kepada', 'masyarakat', 'nih', 'contoh', 'konsisten']",1
"['boikot', 'mcdonaldsi', 'kontraproduktif', 'karyawan', 'alam', 'rugi']",-1
"['beli', 'minggu', 'mcdonalds', 'beli', 'sudah', 'beli']",1
"['sok', 'takayaah', 'lah', 'boikot', 'mcdonalds', 'indonesia', 'jom', 'spicy', 'chicken', 'wrap', 'sapa', 'nak', 'lunch', 'lanje']",1
"['tuju', 'boikot', 'laku', 'umkm', 'dampak', 'negatif']",-1
